,experiment,hour,platform_os,browser,day_of_week,brand,response
991,control,15,6,Chrome Mobile,Friday,generic,0
992,control,15,6,Chrome Mobile,Friday,generic,0
993,exposed,11,6,Chrome Mobile,Friday,generic,0
994,exposed,20,6,Chrome Mobile WebView,Saturday,generic,1
995,control,15,6,Chrome Mobile,Friday,generic,0
996,control,3,6,Samsung Internet,Wednesday,known brand,0
997,control,6,6,Facebook,Friday,known brand,0
998,control,15,6,Chrome Mobile,Wednesday,generic,0
999,control,15,6,Chrome Mobile,Friday,generic,0
1000,control,9,6,Chrome Mobile,Sunday,generic,1
1001,exposed,10,6,Chrome Mobile,Friday,known brand,0
1002,exposed,0,6,Chrome Mobile,Thursday,known brand,1
1003,exposed,21,6,Chrome Mobile,Thursday,generic,0
1004,control,17,6,Chrome Mobile,Sunday,generic,0
1005,exposed,7,6,Facebook,Monday,known brand,1
1006,exposed,7,6,Chrome Mobile,Saturday,generic,0
1007,exposed,0,6,Samsung Internet,Thursday,known brand,1
1008,control,15,6,Chrome Mobile,Friday,generic,0
1009,control,12,6,Chrome Mobile,Thursday,generic,1
1010,control,15,6,Samsung Internet,Friday,known brand,1
1011,exposed,6,6,Chrome Mobile,Sunday,generic,1
1012,exposed,18,6,Chrome Mobile,Thursday,generic,1
1013,exposed,0,6,Chrome Mobile WebView,Friday,generic,1
1014,exposed,20,6,Chrome Mobile,Thursday,generic,1
1015,exposed,20,6,Chrome Mobile WebView,Wednesday,known brand,1
1016,control,16,6,Chrome Mobile,Sunday,generic,1
1017,control,9,6,Chrome Mobile,Saturday,generic,1
1018,exposed,15,6,Facebook,Wednesday,generic,0
1019,exposed,10,6,Chrome Mobile,Saturday,generic,0
1020,control,9,6,Chrome Mobile,Tuesday,generic,1
1021,control,4,6,Chrome Mobile,Thursday,generic,0
1022,control,9,6,Chrome Mobile WebView,Monday,known brand,0
1023,control,15,6,Facebook,Friday,known brand,0
1024,control,15,6,Samsung Internet,Friday,known brand,0
1025,control,15,6,Chrome Mobile WebView,Friday,known brand,0
1026,control,15,6,Chrome Mobile,Friday,generic,0
1027,control,15,6,Chrome Mobile,Friday,generic,1
1028,exposed,14,6,Chrome Mobile,Friday,generic,1
1029,exposed,4,6,Chrome Mobile WebView,Monday,known brand,1
1030,exposed,13,6,Chrome Mobile WebView,Friday,known brand,1
1031,control,10,6,Chrome Mobile,Tuesday,generic,0
1032,exposed,10,6,Chrome Mobile,Monday,generic,0
1033,exposed,7,6,Chrome Mobile WebView,Saturday,generic,1
1034,exposed,16,6,Chrome Mobile,Wednesday,generic,0
1035,exposed,11,6,Chrome Mobile,Thursday,generic,0
1036,exposed,22,6,Chrome Mobile,Thursday,generic,0
1037,exposed,18,6,Samsung Internet,Sunday,known brand,1
1038,control,1,6,Samsung Internet,Sunday,known brand,0
1039,control,9,6,Samsung Internet,Saturday,known brand,0
1040,control,15,6,Facebook,Friday,known brand,0
1041,exposed,2,5,Mobile Safari,Thursday,known brand,0
1042,control,15,6,Chrome Mobile,Friday,generic,1
1043,exposed,21,6,Chrome Mobile WebView,Tuesday,known brand,1
1044,exposed,1,6,Chrome Mobile WebView,Friday,known brand,1
1045,exposed,3,6,Chrome Mobile,Monday,generic,1
1046,exposed,14,6,Samsung Internet,Sunday,known brand,1
1047,control,15,6,Samsung Internet,Friday,known brand,1
1048,control,16,6,Chrome Mobile,Thursday,generic,1
1049,control,20,6,Chrome Mobile,Saturday,generic,0
1050,exposed,7,6,Chrome Mobile,Tuesday,generic,1
1051,control,15,6,Facebook,Saturday,known brand,0
1052,exposed,8,6,Chrome Mobile,Tuesday,generic,0
1053,exposed,13,6,Facebook,Tuesday,known brand,1
1054,exposed,11,6,Chrome Mobile WebView,Saturday,known brand,0
1055,control,15,6,Facebook,Friday,known brand,0
1056,control,12,6,Facebook,Saturday,generic,0
1057,exposed,18,6,Chrome Mobile,Wednesday,generic,1
1058,exposed,8,6,Chrome Mobile,Friday,generic,1
1059,control,10,6,Chrome Mobile,Wednesday,generic,1
1060,control,20,6,Facebook,Thursday,known brand,0
1061,exposed,20,6,Chrome Mobile,Saturday,generic,1
1062,exposed,9,6,Chrome Mobile,Monday,generic,1
1063,exposed,4,6,Chrome Mobile WebView,Friday,known brand,0
1064,control,11,6,Chrome Mobile,Saturday,generic,1
1065,control,15,6,Chrome Mobile,Friday,generic,1
1066,control,4,6,Chrome Mobile,Saturday,generic,1
1067,exposed,17,6,Chrome Mobile WebView,Thursday,known brand,0
1068,control,21,6,Chrome Mobile WebView,Wednesday,generic,1
1069,control,7,6,Chrome Mobile,Tuesday,known brand,0
1070,control,20,6,Facebook,Saturday,generic,0
1071,control,15,6,Chrome Mobile,Friday,generic,1
1072,exposed,18,6,Chrome Mobile,Thursday,generic,0
1073,control,5,5,Mobile Safari,Thursday,known brand,1
1074,control,15,6,Samsung Internet,Friday,known brand,0
1075,exposed,7,6,Chrome Mobile WebView,Friday,known brand,0
1076,control,21,6,Chrome Mobile,Wednesday,generic,1
1077,control,16,6,Chrome Mobile,Saturday,generic,1
1078,control,5,6,Chrome Mobile,Friday,generic,0
1079,exposed,14,6,Chrome Mobile WebView,Sunday,known brand,1
1080,exposed,10,6,Samsung Internet,Thursday,known brand,1
1081,control,21,6,Chrome Mobile,Wednesday,generic,1
1082,control,6,6,Chrome Mobile,Friday,generic,1
1083,control,15,6,Samsung Internet,Friday,known brand,1
1084,control,5,6,Chrome Mobile,Sunday,generic,0
1085,exposed,18,6,Chrome Mobile,Saturday,generic,1
1086,exposed,7,6,Facebook,Wednesday,known brand,1
1087,exposed,15,6,Samsung Internet,Wednesday,known brand,0
1088,exposed,13,6,Chrome Mobile WebView,Wednesday,known brand,0
1089,exposed,19,6,Chrome Mobile WebView,Wednesday,generic,0
1090,control,19,6,Chrome Mobile WebView,Wednesday,known brand,0
1091,control,15,6,Chrome Mobile,Friday,generic,0
1092,control,15,6,Samsung Internet,Friday,known brand,0
1093,control,9,6,Facebook,Thursday,generic,1
1094,exposed,8,6,Chrome Mobile,Sunday,generic,0
1095,exposed,18,6,Facebook,Wednesday,generic,0
1096,control,7,6,Chrome Mobile,Tuesday,generic,1
1097,control,11,6,Facebook,Saturday,known brand,1
1098,control,14,6,Chrome Mobile,Saturday,generic,0
1099,control,15,6,Chrome Mobile,Friday,generic,0
1100,exposed,8,6,Chrome Mobile WebView,Thursday,known brand,1
1101,control,15,6,Chrome Mobile,Friday,generic,0
1102,exposed,7,6,Chrome Mobile,Wednesday,generic,1
1103,control,15,6,Chrome Mobile,Friday,generic,0
1104,exposed,23,6,Chrome Mobile,Thursday,generic,1
1105,exposed,10,6,Chrome Mobile WebView,Friday,known brand,1
1106,exposed,20,6,Chrome Mobile,Thursday,generic,1
1107,control,15,6,Chrome Mobile,Friday,generic,1
1108,control,3,6,Chrome Mobile WebView,Friday,known brand,0
1109,control,14,6,Facebook,Thursday,known brand,0
1110,exposed,19,6,Chrome Mobile WebView,Sunday,known brand,1
1111,exposed,5,6,Chrome Mobile WebView,Friday,known brand,1
1112,exposed,15,6,Chrome Mobile,Saturday,generic,0
1113,exposed,5,6,Chrome Mobile,Monday,generic,0
1114,exposed,7,6,Chrome Mobile WebView,Monday,known brand,0
1115,exposed,12,6,Samsung Internet,Saturday,known brand,0
1116,exposed,6,6,Chrome Mobile,Thursday,generic,0
1117,exposed,8,6,Chrome Mobile,Friday,generic,1
1118,control,15,6,Chrome Mobile WebView,Friday,generic,0
1119,exposed,6,6,Chrome Mobile,Monday,generic,0
1120,control,21,6,Chrome Mobile,Thursday,generic,0
1121,exposed,11,6,Chrome Mobile,Friday,generic,0
1122,control,9,6,Facebook,Tuesday,known brand,1
1123,control,5,6,Chrome Mobile,Sunday,generic,0
1124,exposed,8,6,Samsung Internet,Wednesday,known brand,0
1125,control,15,6,Chrome Mobile,Friday,generic,0
1126,exposed,7,6,Chrome Mobile,Friday,generic,1
1127,control,14,6,Facebook,Friday,generic,0
1128,exposed,8,6,Chrome Mobile WebView,Monday,known brand,1
1129,control,8,6,Chrome Mobile,Monday,generic,1
1130,exposed,1,6,Chrome Mobile,Friday,generic,0
1131,exposed,9,6,Chrome Mobile WebView,Monday,known brand,0
1132,control,1,6,Samsung Internet,Monday,known brand,0
1133,exposed,3,6,Chrome Mobile WebView,Sunday,known brand,0
1134,control,11,5,Chrome Mobile iOS,Saturday,known brand,1
1135,exposed,9,6,Chrome Mobile,Sunday,generic,0
1136,control,15,6,Facebook,Friday,known brand,1
1137,exposed,13,6,Chrome Mobile WebView,Friday,generic,0
1138,control,15,6,Chrome Mobile,Friday,generic,0
1139,exposed,2,6,Chrome Mobile,Monday,known brand,1
1140,control,15,6,Chrome Mobile WebView,Friday,known brand,1
1141,control,14,6,Chrome Mobile,Wednesday,generic,0
1142,exposed,4,6,Chrome Mobile WebView,Friday,known brand,1
1143,exposed,3,6,Chrome Mobile,Sunday,generic,1
1144,control,15,6,Facebook,Friday,generic,1
1145,exposed,21,6,Chrome Mobile,Thursday,generic,1
1146,exposed,4,6,Chrome Mobile,Friday,generic,1
1147,exposed,12,6,Chrome Mobile,Friday,generic,0
1148,exposed,8,6,Chrome Mobile,Saturday,generic,0
1149,control,7,6,Samsung Internet,Tuesday,known brand,0
1150,exposed,4,6,Chrome Mobile,Friday,generic,0
1151,control,21,6,Chrome Mobile,Wednesday,generic,1
1152,exposed,22,6,Chrome Mobile,Tuesday,generic,0
1153,exposed,17,6,Chrome Mobile,Thursday,generic,1
1154,exposed,8,6,Chrome Mobile WebView,Thursday,known brand,0
1155,control,15,6,Samsung Internet,Friday,known brand,1
1156,exposed,9,6,Chrome Mobile,Thursday,generic,1
1157,exposed,3,6,Facebook,Thursday,known brand,0
1158,control,15,6,Facebook,Friday,generic,1
1159,control,15,6,Facebook,Wednesday,generic,1
1160,exposed,13,6,Chrome Mobile WebView,Tuesday,known brand,1
1161,exposed,5,6,Facebook,Monday,generic,0
1162,control,20,6,Facebook,Thursday,generic,0
1163,exposed,13,6,Facebook,Saturday,generic,1
1164,exposed,21,6,Chrome Mobile WebView,Thursday,generic,1
1165,control,15,6,Facebook,Friday,known brand,1
1166,control,15,6,Chrome Mobile,Friday,generic,1
1167,control,2,6,Chrome Mobile WebView,Saturday,known brand,1
1168,control,15,6,Samsung Internet,Friday,known brand,1
1169,exposed,6,6,Chrome Mobile,Saturday,generic,0
1170,exposed,7,6,Chrome Mobile,Friday,generic,0
1171,exposed,20,6,Chrome Mobile WebView,Tuesday,known brand,1
1172,control,15,6,Chrome Mobile,Friday,generic,0
1173,exposed,8,6,Chrome Mobile,Thursday,generic,1
1174,control,15,6,Chrome Mobile,Friday,generic,0
1175,control,15,6,Samsung Internet,Friday,known brand,0
1176,exposed,13,6,Chrome Mobile,Thursday,generic,1
1177,control,15,6,Chrome Mobile,Friday,generic,0
1178,exposed,15,6,Chrome Mobile,Wednesday,generic,0
1179,control,20,6,Chrome Mobile,Wednesday,generic,0
1180,control,15,6,Samsung Internet,Friday,known brand,0
1181,exposed,3,6,Chrome Mobile,Friday,generic,0
1182,exposed,4,6,Samsung Internet,Wednesday,known brand,1
1183,exposed,9,6,Facebook,Friday,generic,0
1184,control,19,6,Samsung Internet,Sunday,known brand,0
1185,exposed,14,6,Chrome Mobile WebView,Wednesday,generic,0
1186,exposed,17,6,Chrome Mobile WebView,Thursday,known brand,1
1187,exposed,1,6,Chrome Mobile,Saturday,generic,1
1188,control,7,6,Samsung Internet,Saturday,known brand,0
1189,exposed,8,6,Chrome Mobile WebView,Friday,known brand,1
1190,control,15,6,Facebook,Friday,known brand,1
1191,exposed,2,6,Samsung Internet,Friday,known brand,1
1192,exposed,5,6,Samsung Internet,Friday,known brand,0
1193,control,3,6,Samsung Internet,Monday,known brand,1
1194,exposed,13,6,Chrome Mobile WebView,Sunday,known brand,1
1195,control,4,6,Samsung Internet,Friday,known brand,1
1196,exposed,4,6,Chrome Mobile,Monday,generic,1
1197,control,15,6,Samsung Internet,Friday,known brand,1
1198,exposed,5,6,Chrome Mobile,Friday,generic,0
1199,control,15,6,Facebook,Friday,generic,0
1200,control,15,6,Chrome Mobile,Friday,generic,1
1201,control,9,6,Samsung Internet,Wednesday,known brand,0
1202,exposed,0,6,Chrome Mobile,Friday,generic,0
1203,control,17,5,Mobile Safari UI/WKWebView,Tuesday,known brand,0
1204,control,15,6,Chrome Mobile,Friday,generic,0
1205,exposed,14,6,Chrome Mobile,Thursday,generic,0
1206,control,1,6,Chrome Mobile,Tuesday,generic,0
1207,exposed,10,6,Chrome Mobile WebView,Sunday,known brand,1
1208,control,16,6,Chrome Mobile,Tuesday,generic,0
1209,exposed,19,6,Chrome Mobile,Wednesday,generic,0
1210,control,5,6,Chrome Mobile,Monday,generic,1
1211,exposed,8,6,Chrome Mobile,Friday,generic,0
1212,exposed,8,6,Chrome Mobile WebView,Friday,known brand,0
1213,exposed,3,6,Chrome Mobile,Sunday,generic,0
1214,control,15,6,Chrome Mobile,Friday,generic,1
1215,control,2,6,Facebook,Saturday,known brand,0
1216,exposed,13,6,Chrome Mobile WebView,Saturday,generic,1
1217,exposed,6,6,Chrome Mobile,Friday,generic,0
1218,control,15,6,Chrome Mobile,Friday,generic,1
1219,control,8,6,Facebook,Thursday,generic,0
1220,exposed,11,6,Chrome Mobile,Friday,generic,0
1221,control,15,6,Chrome Mobile,Friday,generic,1
1222,control,10,6,Facebook,Friday,known brand,1
1223,exposed,6,6,Chrome Mobile WebView,Saturday,generic,1
1224,control,15,6,Samsung Internet,Friday,known brand,1
1225,control,12,6,Chrome Mobile WebView,Friday,known brand,0
1226,control,15,6,Chrome Mobile,Friday,generic,1
1227,control,3,6,Chrome Mobile,Sunday,generic,0
1228,control,15,6,Chrome Mobile,Friday,generic,0
1229,control,4,6,Chrome Mobile,Sunday,generic,0
1230,control,15,6,Samsung Internet,Friday,known brand,1
1231,control,4,6,Chrome Mobile,Saturday,generic,0
1232,exposed,17,6,Facebook,Wednesday,known brand,0
1233,exposed,4,6,Chrome Mobile WebView,Thursday,generic,1
1234,control,1,6,Chrome Mobile,Friday,generic,1
1235,exposed,14,6,Chrome Mobile,Thursday,generic,1
1236,exposed,8,6,Samsung Internet,Friday,known brand,1
1237,exposed,18,6,Chrome Mobile,Thursday,generic,0
1238,exposed,21,6,Chrome Mobile,Sunday,generic,1
1239,exposed,1,6,Chrome Mobile,Saturday,generic,1
1240,control,7,6,Chrome Mobile,Thursday,generic,0
1241,control,16,6,Chrome Mobile,Friday,generic,0
1242,exposed,4,6,Chrome Mobile,Friday,generic,0
